997 root root 255 255 255 None None
360 Dorsal peduncular area, layer 2/3 DP2/3 164 218 164 None 814
646 Dorsal peduncular area, layer 5 DP5 164 218 164 None 814
267 Dorsal peduncular area, layer 6a DP6a 164 218 164 None 814
961 Piriform area PIR 106 203 186 None 698
152 Piriform area, layers 1-3 PIR1-3 106 203 186 None 961
276 Piriform area, molecular layer PIR1 106 203 186 None 961
284 Piriform area, pyramidal layer PIR2 106 203 186 None 961
291 Piriform area, polymorph layer PIR3 106 203 186 None 961
619 Nucleus of the lateral olfactory tract NLOT 149 228 200 None 698
392 Nucleus of the lateral olfactory tract, layers 1-3 NLOT1-3 149 228 200 None 619
260 Nucleus of the lateral olfactory tract, molecular layer NLOT1 149 228 200 None 619
268 Nucleus of the lateral olfactory tract, pyramidal layer NLOT2 149 228 200 None 619
1139 Nucleus of the lateral olfactory tract, layer 3 NLOT3 149 228 200 None 619
631 Cortical amygdalar area COA 97 231 183 None 698
639 Cortical amygdalar area, anterior part COAa 97 231 183 None 631
192 Cortical amygdalar area, anterior part, layer 1 COAa1 97 231 183 None 639
200 Cortical amygdalar area, anterior part, layer 2 COAa2 97 231 183 None 639
208 Cortical amygdalar area, anterior part, layer 3 COAa3 97 231 183 None 639
647 Cortical amygdalar area, posterior part COAp 97 231 183 None 631
655 Cortical amygdalar area, posterior part, lateral zone COApl 97 231 183 None 647
584 Cortical amygdalar area, posterior part, lateral zone, layers 1-2 COApl1-2 97 231 183 None 655
376 Cortical amygdalar area, posterior part, lateral zone, layers 1-3 COApl1-3 97 231 183 None 655
216 Cortical amygdalar area, posterior part, lateral zone, layer 1 COApl1 97 231 183 None 655
224 Cortical amygdalar area, posterior part, lateral zone, layer 2 COApl2 97 231 183 None 655
232 Cortical amygdalar area, posterior part, lateral zone, layer 3 COApl3 97 231 183 None 655
663 Cortical amygdalar area, posterior part, medial zone COApm 97 231 183 None 647
592 Cortical amygdalar area, posterior part, medial zone, layers 1-2 COApm1-2 97 231 183 None 663
383 Cortical amygdalar area, posterior part, medial zone, layers 1-3 COApm1-3 97 231 183 None 663
240 Cortical amygdalar area, posterior part, medial zone, layer 1 COApm1 97 231 183 None 663
248 Cortical amygdalar area, posterior part, medial zone, layer 2 COApm2 97 231 183 None 663
256 Cortical amygdalar area, posterior part, medial zone, layer 3 COApm3 97 231 183 None 663
788 Piriform-amygdalar area PAA 89 218 171 None 698
400 Piriform-amygdalar area, layers 1-3 PAA1-3 89 218 171 None 788
408 Piriform-amygdalar area, molecular layer PAA1 89 218 171 None 788
416 Piriform-amygdalar area, pyramidal layer PAA2 89 218 171 None 788
424 Piriform-amygdalar area, polymorph layer PAA3 89 218 171 None 788
566 Postpiriform transition area TR 168 236 211 None 698
517 Postpiriform transition area, layers 1-3 TR1-3 168 236 211 None 566
1140 Postpiriform transition area, layers 1 TR1 168 236 211 None 566
1141 Postpiriform transition area, layers 2 TR2 168 236 211 None 566
1142 Postpiriform transition area, layers 3 TR3 168 236 211 None 566
1089 Hippocampal formation HPF 126 208 75 None 695
1080 Hippocampal region HIP 126 208 75 None 1089
375 Ammon's horn CA 126 208 75 None 1080
382 Field CA1 CA1 126 208 75 None 375
391 Field CA1, stratum lacunosum-moleculare CA1slm 126 208 75 None 382
399 Field CA1, stratum oriens CA1so 126 208 75 None 382
407 Field CA1, pyramidal layer CA1sp 102 168 61 None 382
415 Field CA1, stratum radiatum CA1sr 126 208 75 None 382
423 Field CA2 CA2 126 208 75 None 375
431 Field CA2, stratum lacunosum-moleculare CA2slm 126 208 75 None 423
438 Field CA2, stratum oriens CA2so 126 208 75 None 423
446 Field CA2, pyramidal layer CA2sp 102 168 61 None 423
454 Field CA2, stratum radiatum CA2sr 126 208 75 None 423
463 Field CA3 CA3 126 208 75 None 375
471 Field CA3, stratum lacunosum-moleculare CA3slm 126 208 75 None 463
479 Field CA3, stratum lucidum CA3slu 126 208 75 None 463
486 Field CA3, stratum oriens CA3so 126 208 75 None 463
495 Field CA3, pyramidal layer CA3sp 102 168 61 None 463
504 Field CA3, stratum radiatum CA3sr 126 208 75 None 463
726 Dentate gyrus DG 126 208 75 None 1080
10703 Dentate gyrus, molecular layer DG-mo 126 208 75 None 726
10704 Dentate gyrus, polymorph layer DG-po 126 208 75 None 726
632 Dentate gyrus, granule cell layer DG-sg 102 168 61 None 726
10702 Dentate gyrus, subgranular zone DG-sgz 126 208 75 None 726
734 Dentate gyrus crest DGcr 126 208 75 None 726
742 Dentate gyrus crest, molecular layer DGcr-mo 126 208 75 None 734
751 Dentate gyrus crest, polymorph layer DGcr-po 126 208 75 None 734
758 Dentate gyrus crest, granule cell layer DGcr-sg 126 208 75 None 734
766 Dentate gyrus lateral blade DGlb 126 208 75 None 726
775 Dentate gyrus lateral blade, molecular layer DGlb-mo 126 208 75 None 766
782 Dentate gyrus lateral blade, polymorph layer DGlb-po 126 208 75 None 766
790 Dentate gyrus lateral blade, granule cell layer DGlb-sg 126 208 75 None 766
799 Dentate gyrus medial blade DGmb 126 208 75 None 726
807 Dentate gyrus medial blade, molecular layer DGmb-mo 126 208 75 None 799
815 Dentate gyrus medial blade, polymorph layer DGmb-po 126 208 75 None 799
823 Dentate gyrus medial blade, granule cell layer DGmb-sg 126 208 75 None 799
982 Fasciola cinerea FC 126 208 75 None 1080
19 Induseum griseum IG 126 208 75 None 1080
822 Retrohippocampal region RHP 50 184 37 None 1089
909 Entorhinal area ENT 50 184 37 None 822
918 Entorhinal area, lateral part ENTl 50 184 37 None 909
1121 Entorhinal area, lateral part, layer 1 ENTl1 50 184 37 None 918
20 Entorhinal area, lateral part, layer 2 ENTl2 50 184 37 None 918
999 Entorhinal area, lateral part, layer 2/3 ENTl2/3 50 184 37 None 918
715 Entorhinal area, lateral part, layer 2a ENTl2a 50 184 37 None 918
764 Entorhinal area, lateral part, layer 2b ENTl2b 50 184 37 None 918
52 Entorhinal area, lateral part, layer 3 ENTl3 50 184 37 None 918
92 Entorhinal area, lateral part, layer 4 ENTl4 50 184 37 None 918
312 Entorhinal area, lateral part, layer 4/5 ENTl4/5 50 184 37 None 918
139 Entorhinal area, lateral part, layer 5 ENTl5 50 184 37 None 918
387 Entorhinal area, lateral part, layer 5/6 ENTl5/6 50 184 37 None 918
28 Entorhinal area, lateral part, layer 6a ENTl6a 50 184 37 None 918
60 Entorhinal area, lateral part, layer 6b ENTl6b 50 184 37 None 918
926 Entorhinal area, medial part, dorsal zone ENTm 50 184 37 None 909
526 Entorhinal area, medial part, dorsal zone, layer 1 ENTm1 50 184 37 None 926
543 Entorhinal area, medial part, dorsal zone, layer 2 ENTm2 50 184 37 None 926
468 Entorhinal area, medial part, dorsal zone, layer 2a ENTm2a 50 184 37 None 926
508 Entorhinal area, medial part, dorsal zone, layer 2b ENTm2b 50 184 37 None 926
664 Entorhinal area, medial part, dorsal zone, layer 3 ENTm3 50 184 37 None 926
712 Entorhinal area, medial part, dorsal zone, layer 4 ENTm4 50 184 37 None 926
727 Entorhinal area, medial part, dorsal zone, layer 5 ENTm5 50 184 37 None 926
550 Entorhinal area, medial part, dorsal zone, layer 5/6 ENTm5/6 50 184 37 None 926
743 Entorhinal area, medial part, dorsal zone, layer 6 ENTm6 50 184 37 None 926
934 Entorhinal area, medial part, ventral zone ENTmv 50 184 37 None 909
259 Entorhinal area, medial part, ventral zone, layer 1 ENTmv1 50 184 37 None 934
324 Entorhinal area, medial part, ventral zone, layer 2 ENTmv2 50 184 37 None 934
371 Entorhinal area, medial part, ventral zone, layer 3 ENTmv3 50 184 37 None 934
419 Entorhinal area, medial part, ventral zone, layer 4 ENTmv4 50 184 37 None 934
1133 Entorhinal area, medial part, ventral zone, layer 5/6 ENTmv5/6 50 184 37 None 934
843 Parasubiculum PAR 114 213 105 None 822
10693 Parasubiculum, layer 1 PAR1 114 213 105 None 843
10694 Parasubiculum, layer 2 PAR2 114 213 105 None 843
10695 Parasubiculum, layer 3 PAR3 114 213 105 None 843
1037 Postsubiculum POST 72 200 60 None 822
10696 Postsubiculum, layer 1 POST1 72 200 60 None 1037
10697 Postsubiculum, layer 2 POST2 72 200 60 None 1037
10698 Postsubiculum, layer 3 POST3 72 200 60 None 1037
1084 Presubiculum PRE 89 185 71 None 822
10699 Presubiculum, layer 1 PRE1 89 185 71 None 1084
10700 Presubiculum, layer 2 PRE2 89 185 71 None 1084
10701 Presubiculum, layer 3 PRE3 89 185 71 None 1084
502 Subiculum SUB 79 194 68 None 822
509 Subiculum, dorsal part SUBd 79 194 68 None 502
829 Subiculum, dorsal part, molecular layer SUBd-m 79 194 68 None 509
845 Subiculum, dorsal part, pyramidal layer SUBd-sp 75 181 71 None 509
837 Subiculum, dorsal part, stratum radiatum SUBd-sr 79 194 68 None 509
518 Subiculum, ventral part SUBv 79 194 68 None 502
853 Subiculum, ventral part, molecular layer SUBv-m 79 194 68 None 518
870 Subiculum, ventral part, pyramidal layer SUBv-sp 75 181 71 None 518
861 Subiculum, ventral part, stratum radiatum SUBv-sr 79 194 68 None 518
484682470 Prosubiculum ProS 88 186 72 None 822
484682475 Prosubiculum, dorsal part ProSd 88 186 72 None 484682470
484682479 Prosubiculum, dorsal part, molecular layer ProSd-m 88 186 72 None 484682475
484682483 Prosubiculum, dorsal part, pyramidal layer ProSd-sp 86 184 75 None 484682475
484682487 Prosubiculum, dorsal part, stratum radiatum ProSd-sr 88 186 72 None 484682475
484682492 Prosubiculum, ventral part ProSv 88 186 72 None 484682470
484682496 Prosubiculum, ventral part, molecular layer ProSv-m 88 186 72 None 484682492
484682500 Prosubiculum, ventral part, pyramidal layer ProSv-sp 86 184 75 None 484682492
484682504 Prosubiculum, ventral part, stratum radiatum Prosv-sr 88 186 72 None 484682492
589508447 Hippocampo-amygdalar transition area HATA 51 185 50 None 822
484682508 Area prostriata APr 51 185 50 None 822
703 Cortical subplate CTXsp 138 218 135 None 688
16 Layer 6b, isocortex 6b 138 218 135 None 703
583 Claustrum CLA 138 218 135 None 703
942 Endopiriform nucleus EP 160 238 157 None 703
952 Endopiriform nucleus, dorsal part EPd 160 238 157 None 942
966 Endopiriform nucleus, ventral part EPv 160 238 157 None 942
131 Lateral amygdalar nucleus LA 144 235 141 None 703
295 Basolateral amygdalar nucleus BLA 157 231 156 None 703
303 Basolateral amygdalar nucleus, anterior part BLAa 157 231 156 None 295
311 Basolateral amygdalar nucleus, posterior part BLAp 157 231 156 None 295
451 Basolateral amygdalar nucleus, ventral part BLAv 157 231 156 None 295
319 Basomedial amygdalar nucleus BMA 132 234 129 None 703
327 Basomedial amygdalar nucleus, anterior part BMAa 132 234 129 None 319
334 Basomedial amygdalar nucleus, posterior part BMAp 132 234 129 None 319
780 Posterior amygdalar nucleus PA 151 236 147 None 703
623 Cerebral nuclei CNU 152 214 249 None 567
477 Striatum STR 152 214 249 None 623
485 Striatum dorsal region STRd 152 214 249 None 477
672 Caudoputamen CP 152 214 249 None 485
493 Striatum ventral region STRv 128 205 248 None 477
56 Nucleus accumbens ACB 128 205 248 None 493
998 Fundus of striatum FS 128 205 248 None 493
754 Olfactory tubercle OT 128 205 248 None 493
481 Islands of Calleja isl 128 205 248 None 754
489 Major island of Calleja islm 128 205 248 None 754
144 Olfactory tubercle, layers 1-3 OT1-3 128 205 248 None 754
458 Olfactory tubercle, molecular layer OT1 128 205 248 None 754
465 Olfactory tubercle, pyramidal layer OT2 128 205 248 None 754
473 Olfactory tubercle, polymorph layer OT3 128 205 248 None 754
549009199 Lateral strip of striatum LSS 128 205 248 None 493
275 Lateral septal complex LSX 144 203 237 None 477
242 Lateral septal nucleus LS 144 203 237 None 275
250 Lateral septal nucleus, caudal (caudodorsal) part LSc 144 203 237 None 242
258 Lateral septal nucleus, rostral (rostroventral) part LSr 144 203 237 None 242
266 Lateral septal nucleus, ventral part LSv 144 203 237 None 242
310 Septofimbrial nucleus SF 144 203 237 None 275
333 Septohippocampal nucleus SH 144 203 237 None 275
278 Striatum-like amygdalar nuclei sAMY 128 192 226 None 477
23 Anterior amygdalar area AAA 128 192 226 None 278
292 Bed nucleus of the accessory olfactory tract BA 128 192 226 None 278
536 Central amygdalar nucleus CEA 128 192 226 None 278
544 Central amygdalar nucleus, capsular part CEAc 128 192 226 None 536
551 Central amygdalar nucleus, lateral part CEAl 128 192 226 None 536
559 Central amygdalar nucleus, medial part CEAm 128 192 226 None 536
1105 Intercalated amygdalar nucleus IA 128 192 226 None 278
403 Medial amygdalar nucleus MEA 128 192 226 None 278
411 Medial amygdalar nucleus, anterodorsal part MEAad 128 192 226 None 403
418 Medial amygdalar nucleus, anteroventral part MEAav 128 192 226 None 403
426 Medial amygdalar nucleus, posterodorsal part MEApd 128 192 226 None 403
472 Medial amygdalar nucleus, posterodorsal part, sublayer a MEApd-a 128 192 226 None 426
480 Medial amygdalar nucleus, posterodorsal part, sublayer b MEApd-b 128 192 226 None 426
487 Medial amygdalar nucleus, posterodorsal part, sublayer c MEApd-c 128 192 226 None 426
435 Medial amygdalar nucleus, posteroventral part MEApv 128 192 226 None 403
803 Pallidum PAL 133 153 204 None 623
818 Pallidum, dorsal region PALd 133 153 204 None 803
1022 Globus pallidus, external segment GPe 133 153 204 None 818
1031 Globus pallidus, internal segment GPi 133 153 204 None 818
835 Pallidum, ventral region PALv 162 177 216 None 803
342 Substantia innominata SI 162 177 216 None 835
298 Magnocellular nucleus MA 162 177 216 None 835
826 Pallidum, medial region PALm 150 167 211 None 803
904 Medial septal complex MSC 150 167 211 None 826
564 Medial septal nucleus MS 150 167 211 None 904
596 Diagonal band nucleus NDB 150 167 211 None 904
581 Triangular nucleus of septum TRS 150 167 211 None 826
809 Pallidum, caudal region PALc 179 192 223 None 803
351 Bed nuclei of the stria terminalis BST 179 192 223 None 809
359 Bed nuclei of the stria terminalis, anterior division BSTa 179 192 223 None 351
537 Bed nuclei of the stria terminalis, anterior division, anterolateral area BSTal 179 192 223 None 359
498 Bed nuclei of the stria terminalis, anterior division, anteromedial area BSTam 179 192 223 None 359
505 Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus BSTdm 179 192 223 None 359
513 Bed nuclei of the stria terminalis, anterior division, fusiform nucleus BSTfu 179 192 223 None 359
546 Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus BSTju 179 192 223 None 359
521 Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus BSTmg 179 192 223 None 359
554 Bed nuclei of the stria terminalis, anterior division, oval nucleus BSTov 179 192 223 None 359
562 Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus BSTrh 179 192 223 None 359
529 Bed nuclei of the stria terminalis, anterior division, ventral nucleus BSTv 179 192 223 None 359
367 Bed nuclei of the stria terminalis, posterior division BSTp 179 192 223 None 351
569 Bed nuclei of the stria terminalis, posterior division, dorsal nucleus BSTd 179 192 223 None 367
578 Bed nuclei of the stria terminalis, posterior division, principal nucleus BSTpr 179 192 223 None 367
585 Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus BSTif 179 192 223 None 367
594 Bed nuclei of the stria terminalis, posterior division, transverse nucleus BSTtr 179 192 223 None 367
602 Bed nuclei of the stria terminalis, posterior division, strial extension BSTse 179 192 223 None 367
287 Bed nucleus of the anterior commissure BAC 179 192 223 None 809
343 Brain stem BS 255 112 128 None 8
1129 Interbrain IB 255 112 128 None 343
549 Thalamus TH 255 112 128 None 1129
864 Thalamus, sensory-motor cortex related DORsm 255 128 132 None 549
637 Ventral group of the dorsal thalamus VENT 255 128 132 None 864
629 Ventral anterior-lateral complex of the thalamus VAL 255 128 132 None 637
685 Ventral medial nucleus of the thalamus VM 255 128 132 None 637
709 Ventral posterior complex of the thalamus VP 255 128 132 None 637
718 Ventral posterolateral nucleus of the thalamus VPL 255 128 132 None 709
725 Ventral posterolateral nucleus of the thalamus, parvicellular part VPLpc 255 128 132 None 709
733 Ventral posteromedial nucleus of the thalamus VPM 255 128 132 None 709
741 Ventral posteromedial nucleus of the thalamus, parvicellular part VPMpc 255 128 132 None 709
563807435 Posterior triangular thalamic nucleus PoT 255 128 132 None 637
406 Subparafascicular nucleus SPF 255 128 132 None 864
414 Subparafascicular nucleus, magnocellular part SPFm 255 128 132 None 406
422 Subparafascicular nucleus, parvicellular part SPFp 255 128 132 None 406
609 Subparafascicular area SPA 255 128 132 None 864
1044 Peripeduncular nucleus PP 255 128 132 None 864
1008 Geniculate group, dorsal thalamus GENd 255 128 132 None 864
475 Medial geniculate complex MG 255 128 132 None 1008
1072 Medial geniculate complex, dorsal part MGd 255 128 132 None 475
1079 Medial geniculate complex, ventral part MGv 255 128 132 None 475
1088 Medial geniculate complex, medial part MGm 255 128 132 None 475
170 Dorsal part of the lateral geniculate complex LGd 255 128 132 None 1008
496345664 Dorsal part of the lateral geniculate complex, shell LGd-sh 255 128 132 None 170
496345668 Dorsal part of the lateral geniculate complex, core LGd-co 255 128 132 None 170
496345672 Dorsal part of the lateral geniculate complex, ipsilateral zone LGd-ip 255 128 132 None 170
856 Thalamus, polymodal association cortex related DORpm 255 144 159 None 549
138 Lateral group of the dorsal thalamus LAT 255 144 159 None 856
218 Lateral posterior nucleus of the thalamus LP 255 144 159 None 138
1020 Posterior complex of the thalamus PO 255 144 159 None 138
1029 Posterior limiting nucleus of the thalamus POL 255 144 159 None 138
325 Suprageniculate nucleus SGN 255 144 159 None 138
560581551 Ethmoid nucleus of the thalamus Eth 255 144 159 None 138
560581555 Retroethmoid nucleus REth 255 144 159 None 138
239 Anterior group of the dorsal thalamus ATN 255 144 159 None 856
255 Anteroventral nucleus of thalamus AV 255 144 159 None 239
127 Anteromedial nucleus AM 255 144 159 None 239
1096 Anteromedial nucleus, dorsal part AMd 255 144 159 None 127
1104 Anteromedial nucleus, ventral part AMv 255 144 159 None 127
64 Anterodorsal nucleus AD 255 144 159 None 239
1120 Interanteromedial nucleus of the thalamus IAM 255 144 159 None 239
1113 Interanterodorsal nucleus of the thalamus IAD 255 144 159 None 239
155 Lateral dorsal nucleus of thalamus LD 255 144 159 None 239
444 Medial group of the dorsal thalamus MED 255 144 159 None 856
59 Intermediodorsal nucleus of the thalamus IMD 255 144 159 None 444
362 Mediodorsal nucleus of thalamus MD 255 144 159 None 444
617 Mediodorsal nucleus of the thalamus, central part MDc 255 144 159 None 362
626 Mediodorsal nucleus of the thalamus, lateral part MDl 255 144 159 None 362
636 Mediodorsal nucleus of the thalamus, medial part MDm 255 144 159 None 362
366 Submedial nucleus of the thalamus SMT 255 144 159 None 444
1077 Perireunensis nucleus PR 255 144 159 None 444
571 Midline group of the dorsal thalamus MTN 255 144 159 None 856
149 Paraventricular nucleus of the thalamus PVT 255 144 159 None 571
15 Parataenial nucleus PT 255 144 159 None 571
181 Nucleus of reuniens RE 255 144 159 None 571
560581559 Xiphoid thalamic nucleus Xi 255 144 159 None 571
51 Intralaminar nuclei of the dorsal thalamus ILM 255 144 159 None 856
189 Rhomboid nucleus RH 255 144 159 None 51
599 Central medial nucleus of the thalamus CM 255 144 159 None 51
907 Paracentral nucleus PCN 255 144 159 None 51
575 Central lateral nucleus of the thalamus CL 255 144 159 None 51
930 Parafascicular nucleus PF 255 144 159 None 51
560581563 Posterior intralaminar thalamic nucleus PIL 255 144 159 None 51
262 Reticular nucleus of the thalamus RT 255 144 159 None 856
1014 Geniculate group, ventral thalamus GENv 255 144 159 None 856
27 Intergeniculate leaflet of the lateral geniculate complex IGL 255 144 159 None 1014
563807439 Intermediate geniculate nucleus IntG 255 144 159 None 1014
178 Ventral part of the lateral geniculate complex LGv 255 144 159 None 1014
300 Ventral part of the lateral geniculate complex, lateral zone LGvl 255 144 159 None 178
316 Ventral part of the lateral geniculate complex, medial zone LGvm 255 144 159 None 178
321 Subgeniculate nucleus SubG 255 144 159 None 1014
958 Epithalamus EPI 255 144 159 None 856
483 Medial habenula MH 255 144 159 None 958
186 Lateral habenula LH 255 144 159 None 958
953 Pineal body PIN 255 144 159 None 958
1097 Hypothalamus HY 230 68 56 None 1129
157 Periventricular zone PVZ 255 93 80 None 1097
390 Supraoptic nucleus SO 255 93 80 None 157
332 Accessory supraoptic group ASO 255 93 80 None 157
432 Nucleus circularis NC 255 93 80 None 332
38 Paraventricular hypothalamic nucleus PVH 255 93 80 None 157
71 Paraventricular hypothalamic nucleus, magnocellular division PVHm 255 93 80 None 38
47 Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part PVHam 255 93 80 None 71
79 Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part PVHmm 255 93 80 None 71
103 Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part PVHpm 255 93 80 None 71
652 Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone PVHpml 255 93 80 None 103
660 Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone PVHpmm 255 93 80 None 103
94 Paraventricular hypothalamic nucleus, parvicellular division PVHp 255 93 80 None 38
55 Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part PVHap 255 93 80 None 94
87 Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone PVHmpd 255 93 80 None 94
110 Paraventricular hypothalamic nucleus, parvicellular division, periventricular part PVHpv 255 93 80 None 94
30 Periventricular hypothalamic nucleus, anterior part PVa 255 93 80 None 157
118 Periventricular hypothalamic nucleus, intermediate part PVi 255 93 80 None 157
223 Arcuate hypothalamic nucleus ARH 255 93 80 None 157
141 Periventricular region PVR 255 85 71 None 1097
72 Anterodorsal preoptic nucleus ADP 255 85 71 None 141
80 Anterior hypothalamic area AHA 255 85 71 None 141
263 Anteroventral preoptic nucleus AVP 255 85 71 None 141
272 Anteroventral periventricular nucleus AVPV 255 85 71 None 141
830 Dorsomedial nucleus of the hypothalamus DMH 255 85 71 None 141
668 Dorsomedial nucleus of the hypothalamus, anterior part DMHa 255 85 71 None 830
676 Dorsomedial nucleus of the hypothalamus, posterior part DMHp 255 85 71 None 830
684 Dorsomedial nucleus of the hypothalamus, ventral part DMHv 255 85 71 None 830
452 Median preoptic nucleus MEPO 255 85 71 None 141
523 Medial preoptic area MPO 255 85 71 None 141
763 Vascular organ of the lamina terminalis OV 255 85 71 None 141
914 Posterodorsal preoptic nucleus PD 255 85 71 None 141
1109 Parastrial nucleus PS 255 85 71 None 141
1124 Suprachiasmatic preoptic nucleus PSCH 255 85 71 None 141
126 Periventricular hypothalamic nucleus, posterior part PVp 255 85 71 None 141
133 Periventricular hypothalamic nucleus, preoptic part PVpo 255 85 71 None 141
347 Subparaventricular zone SBPV 255 85 71 None 141
286 Suprachiasmatic nucleus SCH 255 85 71 None 141
338 Subfornical organ SFO 255 85 71 None 141
576073699 Ventromedial preoptic nucleus VMPO 255 85 71 None 141
689 Ventrolateral preoptic nucleus VLPO 255 85 71 None 141
467 Hypothalamic medial zone MEZ 255 76 62 None 1097
88 Anterior hypothalamic nucleus AHN 255 76 62 None 467
700 Anterior hypothalamic nucleus, anterior part AHNa 255 76 62 None 88
708 Anterior hypothalamic nucleus, central part AHNc 255 76 62 None 88
716 Anterior hypothalamic nucleus, dorsal part AHNd 255 76 62 None 88
724 Anterior hypothalamic nucleus, posterior part AHNp 255 76 62 None 88
331 Mammillary body MBO 255 76 62 None 467
210 Lateral mammillary nucleus LM 255 76 62 None 331
491 Medial mammillary nucleus MM 255 76 62 None 331
732 Medial mammillary nucleus, median part Mmme 255 76 62 None 491
606826647 Medial mammillary nucleus, lateral part Mml 255 76 62 None 491
606826651 Medial mammillary nucleus, medial part Mmm 255 76 62 None 491
606826655 Medial mammillary nucleus, posterior part Mmp 255 76 62 None 491
606826659 Medial mammillary nucleus, dorsal part Mmd 255 76 62 None 491
525 Supramammillary nucleus SUM 255 76 62 None 331
1110 Supramammillary nucleus, lateral part SUMl 255 76 62 None 525
1118 Supramammillary nucleus, medial part SUMm 255 76 62 None 525
557 Tuberomammillary nucleus TM 255 76 62 None 331
1126 Tuberomammillary nucleus, dorsal part TMd 255 76 62 None 557
1 Tuberomammillary nucleus, ventral part TMv 255 76 62 None 557
515 Medial preoptic nucleus MPN 255 76 62 None 467
740 Medial preoptic nucleus, central part MPNc 255 76 62 None 515
748 Medial preoptic nucleus, lateral part MPNl 255 76 62 None 515
756 Medial preoptic nucleus, medial part MPNm 255 76 62 None 515
980 Dorsal premammillary nucleus PMd 255 76 62 None 467
1004 Ventral premammillary nucleus PMv 255 76 62 None 467
63 Paraventricular hypothalamic nucleus, descending division PVHd 255 76 62 None 467
439 Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part PVHdp 255 76 62 None 63
447 Paraventricular hypothalamic nucleus, descending division, forniceal part PVHf 255 76 62 None 63
455 Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part PVHlp 255 76 62 None 63
464 Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone PVHmpv 255 76 62 None 63
693 Ventromedial hypothalamic nucleus VMH 255 76 62 None 467
761 Ventromedial hypothalamic nucleus, anterior part VMHa 255 76 62 None 693
769 Ventromedial hypothalamic nucleus, central part VMHc 255 76 62 None 693
777 Ventromedial hypothalamic nucleus, dorsomedial part VMHdm 255 76 62 None 693
785 Ventromedial hypothalamic nucleus, ventrolateral part VMHvl 255 76 62 None 693
946 Posterior hypothalamic nucleus PH 255 76 62 None 467
290 Hypothalamic lateral zone LZ 242 72 59 None 1097
194 Lateral hypothalamic area LHA 242 72 59 None 290
226 Lateral preoptic area LPO 242 72 59 None 290
356 Preparasubthalamic nucleus PST 242 72 59 None 290
364 Parasubthalamic nucleus PSTN 242 72 59 None 290
576073704 Perifornical nucleus PeF 242 72 59 None 290
173 Retrochiasmatic area RCH 242 72 59 None 290
470 Subthalamic nucleus STN 242 72 59 None 290
614 Tuberal nucleus TU 242 72 59 None 290
797 Zona incerta ZI 242 72 59 None 290
796 Dopaminergic A13 group A13 242 72 59 None 797
804 Fields of Forel FF 242 72 59 None 797
10671 Median eminence ME 242 72 59 None 1097
313 Midbrain MB 255 100 255 None 343
339 Midbrain, sensory related MBsen 255 122 255 None 313
302 Superior colliculus, sensory related SCs 255 122 255 None 339
851 Superior colliculus, optic layer SCop 255 122 255 None 302
842 Superior colliculus, superficial gray layer SCsg 255 122 255 None 302
834 Superior colliculus, zonal layer SCzo 255 122 255 None 302
4 Inferior colliculus IC 255 122 255 None 339
811 Inferior colliculus, central nucleus ICc 255 122 255 None 4
820 Inferior colliculus, dorsal nucleus ICd 255 122 255 None 4
828 Inferior colliculus, external nucleus ICe 255 122 255 None 4
580 Nucleus of the brachium of the inferior colliculus NB 255 122 255 None 339
271 Nucleus sagulum SAG 255 122 255 None 339
874 Parabigeminal nucleus PBG 255 122 255 None 339
460 Midbrain trigeminal nucleus MEV 255 122 255 None 339
599626923 Subcommissural organ SCO 255 122 255 None 339
323 Midbrain, motor related MBmot 255 144 255 None 313
381 Substantia nigra, reticular part SNr 255 144 255 None 323
749 Ventral tegmental area VTA 255 144 255 None 323
607344830 Paranigral nucleus PN 255 144 255 None 323
246 Midbrain reticular nucleus, retrorubral area RR 255 144 255 None 323
128 Midbrain reticular nucleus MRN 255 144 255 None 323
539 Midbrain reticular nucleus, magnocellular part MRNm 255 144 255 None 128
548 Midbrain reticular nucleus, magnocellular part, general MRNmg 255 144 255 None 128
555 Midbrain reticular nucleus, parvicellular part MRNp 255 144 255 None 128
294 Superior colliculus, motor related SCm 255 144 255 None 323
26 Superior colliculus, motor related, deep gray layer SCdg 255 144 255 None 294
42 Superior colliculus, motor related, deep white layer SCdw 255 144 255 None 294
17 Superior colliculus, motor related, intermediate white layer SCiw 255 144 255 None 294
10 Superior colliculus, motor related, intermediate gray layer SCig 255 144 255 None 294
494 Superior colliculus, motor related, intermediate gray layer, sublayer a SCig-a 255 144 255 None 10
